timestep,datetime,Hydro 16,Hydro 17,Hydro 18,Hydro 19,Hydro 20,Hydro 21,Hydro 22,Hydro 23,Hydro 24,Hydro 25,Hydro 26,Hydro 27,Hydro 28,Hydro 29,Hydro 30,Hydro 31,Hydro 32,Hydro 33,Hydro 34,Hydro 35,Hydro 40,Hydro 41,Hydro 42,Hydro 43,Wind 10,Wind 11,Wind 12,Wind 13,Wind 14,Wind 15,Wind 16,Wind 17,Wind 01,Wind 02,Wind 03,Wind 04,Wind 05,Wind 06,Wind 07,Wind 08,Wind 09,Solar 10,Solar 11,Solar 12,Solar 13,Solar 14,Solar 15,Solar 16,Solar 17,Solar 18,Solar 19,Solar 01,Solar 20,Solar 21,Solar 22,Solar 23,Solar 24,Solar 25,Solar 26,Solar 27,Solar 28,Solar 29,Solar 02,Solar 30,Solar 31,Solar 32,Solar 33,Solar 34,Solar 35,Solar 36,Solar 37,Solar 38,Solar 39,Solar 03,Solar 40,Solar 41,Solar 42,Solar 43,Solar 44,Solar 45,Solar 46,Solar 47,Solar 48,Solar 49,Solar 04,Solar 50,Solar 51,Solar 52,Solar 53,Solar 54,Solar 55,Solar 56,Solar 57,Solar 58,Solar 59,Solar 05,Solar 60,Solar 61,Solar 62,Solar 63,Solar 64,Solar 65,Solar 66,Solar 67,Solar 68,Solar 69,Solar 06,Solar 70,Solar 71,Solar 72,Solar 73,Solar 74,Solar 75,Solar 07,Solar 08,Solar 09,Hydro 36,Hydro 37,Hydro 38,Hydro 39
t0036,2024-01-02 12:00:00,0.22429999999999997,0.22429999999999997,0.22429999999999997,0.0055,0.1243,0.1243,0.1243,0.0,0.0,0.2243,0.2243,0.2243,0.0,0.0,0.22429999999999997,0.22429999999999997,0.2243,0.0346,0.0346,0.2243,0.1679,0.29379999999999995,0.29379999999999995,0.16790000000000002,0.17214621958060058,0.5007700728617187,0.24907791272784,0.3021245989749063,9.115539324341e-06,0.01856444861302958,0.0,0.0009785849528536723,0.28850583066987917,0.5798984173073237,0.0,0.0,0.20856173334594996,0.29274963249874686,0.3816446839751566,0.1960190657209783,0.13356372896386143,0.09399827282243994,0.15286582632814696,0.1521440970853266,0.15518320808988154,0.15259543523414773,0.15263468391688131,0.31286499128478334,0.1526776352025967,0.15261119174338542,0.152596543274135,0.12517672194624524,0.09400380083153949,0.1525733780398203,0.09391085942262728,0.15454253996693518,0.15219301825905932,0.1525135581127495,0.15222339545508112,0.31325612592418234,0.09398166415181108,0.09395132681098028,0.2358326809544646,0.4424923143218844,0.785730455002739,0.890024143689412,0.8799018627653787,0.6110154261697152,0.7873579012779667,0.5739241283702179,0.6728073017012808,0.78456208837684,0.7126581710684629,0.3543528028054558,0.7126581710684629,0.7126581710684629,0.5208782150037525,0.5208782150037525,0.5208782150037525,0.5208782150037525,0.5208782150037525,0.5208782150037525,0.5208782150037525,0.5102745009791855,0.15271647179905962,0.7010869154359253,0.584193758301899,0.7009353412389765,0.5843418665518533,0.7007850077663033,0.5976445462256471,0.5974672317036274,0.701221890417383,0.7011664826381299,0.36924678350182927,0.14953105315753917,0.5841456123955904,0.3128558259068655,0.22989010345010408,0.130753725599418,0.17493637243216287,0.10798563210657053,0.14205246213715303,0.1307427899036885,0.675453528841426,0.6128525361702357,0.3129374893755687,0.4662460164635913,0.6698432888736804,0.5381760447581826,0.2291164006461072,0.0964729176658704,0.080313764062267,0.15476042041608382,0.15262068275471993,0.15260698445835874,0.255,0.25485714285714284,0.0,0.0
t0037,2024-01-02 13:00:00,0.22149999999999997,0.22149999999999997,0.2215,0.0056,0.1234,0.1234,0.1234,0.0,0.0,0.2215,0.2215,0.2215,0.0,0.0,0.22149999999999997,0.22149999999999997,0.2215,0.033,0.033,0.2215,0.2224,0.2934,0.2934,0.22240000000000001,0.09061924155174578,0.40580633623035056,0.29014388709337946,0.20998051151133046,0.0,0.1466810027952646,0.0,0.0008762201928197125,0.22300518059834698,0.4976887006763974,1.672848782466e-05,0.0,0.0957258289244909,0.1987372394693834,0.31867777108835477,0.09811197086183374,0.08675859632855844,0.18410840917208546,0.22312061713033335,0.22206719218947404,0.22650303203119462,0.2227259584338232,0.2227832452095755,0.2315336445662606,0.22284593624789006,0.22274895639320647,0.222727575712005,0.1890758730075111,0.18411923653019147,0.22269376409105374,0.18393719813281179,0.22556792265847792,0.22213859678483863,0.22260645184236288,0.22218293487456056,0.23182310114049823,0.18407587883045207,0.18401645901994668,0.2082300553663979,0.32746347811810445,0.7589141120505758,0.627024614748606,0.6439012151465107,0.4679057454129096,0.6907151965971601,0.48081508959759034,0.9140235079785808,0.80731663666029,0.6656703187620286,0.5347215443413468,0.6656703187620286,0.6656703187620286,0.7076245042280057,0.7076245042280057,0.7076245042280057,0.7076245042280057,0.7076245042280057,0.7076245042280057,0.7076245042280057,0.6932191256510664,0.2229026215488371,0.6548619933430682,0.5580115114665712,0.6547204129219144,0.5581529818387607,0.6545799914200816,0.614977950279835,0.6147954931286846,0.65498806898856,0.6549363144229426,0.26149348800196054,0.21825323332266333,0.5579655233512102,0.33328820743667514,0.24033534134796797,0.22407591719710332,0.299792819854041,0.18505766812732716,0.1120693125330761,0.224057176422877,0.6482188857166271,0.397226898325913,0.23158729629352606,0.69243274557542,0.5216204035211849,0.5988447537513254,0.33879133006242684,0.400512397538228,0.33342682048142996,0.22588593762259668,0.2227628093278805,0.22274281550446615,0.255,0.25485714285714284,0.0,0.0
t0038,2024-01-02 14:00:00,0.22249999999999998,0.22249999999999998,0.22249999999999998,0.0056,0.12309999999999999,0.12309999999999999,0.12309999999999999,0.0,0.0,0.2225,0.2225,0.2225,0.0,0.0,0.22249999999999998,0.22249999999999998,0.22250000000000003,0.033,0.033,0.22250000000000003,0.20869999999999997,0.2934,0.2934,0.2087,0.024063602424597347,0.2967589883351277,0.3000464415761467,0.19100958494930834,0.0,0.224295362665836,0.0,0.00022951425810381273,0.22321318028799306,0.3407459261879289,2.5264911187569997e-05,0.00046666967706102006,0.016288137517488907,0.19807355844606223,0.28054682522550417,0.027058253734206502,0.028583695697194877,0.1386051760732173,0.07553473645239496,0.07517811241512078,0.07667981135132307,0.07540112961223433,0.0754205233444869,0.2804029111717349,0.07544174662325814,0.07540891528808656,0.07540167712184,0.20744030123480636,0.13861332740038093,0.07539023061407057,0.13847628062324385,0.07636324159219104,0.07520228556129517,0.07536067212781906,0.07521729567539832,0.2807534626703124,0.1385806857538979,0.13853595182059095,0.10367938448650761,0.39658043105895113,0.5290974369908843,0.43580131976321723,0.4604074559425401,0.6114381029149768,0.5426221928878355,0.5745954831654873,0.6980656421641769,0.664146911968585,0.3726390166729063,0.4338101151590842,0.3726390166729063,0.3726390166729063,0.5404328768824269,0.5404328768824269,0.5404328768824269,0.5404328768824269,0.5404328768824269,0.5404328768824269,0.5404328768824269,0.5294310812402463,0.07546093673362496,0.36658856851188265,0.4147461763069789,0.36650931247862967,0.414851325205739,0.36643070520279347,0.5059176140562869,0.5057675138997907,0.3666591450468991,0.36663017309201995,0.14811606090248228,0.07388694362242834,0.4147119953006558,0.3156027933829127,0.1604469584303894,0.06941781426112767,0.09287460493642238,0.057330118266838426,0.043476463211925664,0.06941200844495325,0.4332155598979677,0.5273537006607943,0.280467887044,0.6066383332090121,0.3399335940470559,0.43179556241632144,0.453479098392296,0.2956325817885664,0.246114308526667,0.07647090164087478,0.0754136050284753,0.07540683636584926,0.255,0.25485714285714284,0.0,0.0
t0039,2024-01-02 15:00:00,0.2223,0.2223,0.2223,0.0055,0.1241,0.1241,0.1241,0.0,0.0,0.22230000000000003,0.22230000000000003,0.22230000000000003,0.0,0.0,0.2223,0.2223,0.2223,0.0317,0.0317,0.2223,0.1544,0.2934,0.2934,0.1544,0.005867879041859084,0.23179188854769575,0.3223754496813405,0.1449897533286068,6.994626689297e-06,0.232724654238424,0.0,0.00014079639037402342,0.15835750123235828,0.23696541963384396,0.0,0.0,0.0031449391111005452,0.1557269066054722,0.20713111628317527,0.0034325952494950176,0.004767914555193313,0.16396864697101543,0.0832719208052904,0.082878767006337,0.08453428817132654,0.08312462833118574,0.08314600860484664,0.11696846371898546,0.08316940582938305,0.0831332115104413,0.08312523192336999,0.152970254909027,0.1639782899159891,0.08311261292536644,0.16381616484061023,0.08418529149575862,0.0829054162594938,0.08308002670024794,0.08292196389163778,0.11711469426299646,0.16393967514877708,0.16388675531759905,0.05900244378614147,0.16543124879887,0.36483520978184264,0.5291639468978738,0.555992679264831,0.31177927728385996,0.4224766655461511,0.355067821095986,0.5327896519013192,0.55810666030819,0.4088857908967503,0.3161584721733595,0.4088857908967503,0.4088857908967503,0.4124784647150657,0.4124784647150657,0.4124784647150657,0.4124784647150657,0.4124784647150657,0.4124784647150657,0.4124784647150657,0.40408148523858817,0.08319056162373362,0.40224681276802765,0.22573012071748563,0.40215984746275935,0.22578734915011872,0.40207359401985004,0.4251408609807671,0.4250147263928575,0.4023242543161433,0.4022924642454444,0.1055886600025322,0.0814553410370275,0.22571151733275518,0.21156624004942537,0.16430535119526926,0.04767431422414067,0.06378381610412286,0.03937280512000957,0.03994536553702818,0.047670326943533,0.41984067991513546,0.3413751290505155,0.1169955680308703,0.45086551278507536,0.24748732865902184,0.46840217390637695,0.549066370654156,0.19655044232438762,0.16362836569168698,0.0843039793931281,0.08313838163095259,0.08313091963975953,0.255,0.25485714285714284,0.0,0.0
t0040,2024-01-02 16:00:00,0.2221,0.2221,0.22209999999999996,0.0055,0.12369999999999999,0.12369999999999999,0.12369999999999999,0.0,0.0,0.2221,0.2221,0.2221,0.0,0.0,0.2221,0.2221,0.2221,0.0322,0.0322,0.2221,0.1139,0.2941,0.2941,0.1139,0.0,0.16807486953391504,0.2907538438030708,0.12434780840661344,0.0059569670184212,0.21360179811040803,0.0,0.00020184882487959667,0.07640337341056931,0.11292728132037738,0.00256431108886816,0.0,2.1766717186235636e-05,0.10071086042859044,0.13112372152756865,3.130456116326506e-05,0.0,0.12414027895736765,0.09215922208078232,0.09172410844440584,0.09355631720371192,0.0919962096307199,0.09201987174118206,0.13609737985212408,0.09204576606415747,0.0920057088606591,0.09199687764204499,0.08942402100437544,0.12414757960844444,0.09198291186548806,0.12402483509322494,0.09317007341567277,0.09175360187287725,0.09194684783419844,0.09177191557203165,0.13626752480625576,0.1241183444585406,0.1240782789781819,0.06512424749714049,0.1924857247102291,0.24645955043596485,0.2602330885938053,0.2750782854364333,0.1803401252691256,0.23991532284585557,0.22634183432214505,0.30478737195605615,0.24414370535990398,0.16945066685469543,0.24492079411316706,0.16945066685469543,0.16945066685469543,0.2359622166090017,0.2359622166090017,0.2359622166090017,0.2359622166090017,0.2359622166090017,0.2359622166090017,0.2359622166090017,0.23115864488445456,0.09206917973747011,0.16669933800886183,0.12415713101958978,0.1666632978008158,0.12418860806831448,0.16662755260314674,0.18597782911680008,0.1859226515533408,0.16673143137640498,0.1667182569184045,0.11966240190025362,0.09014876553466501,0.12414689869938327,0.13615604683853957,0.11454204620354655,0.15229543599640616,0.20375718541900192,0.12577629316201203,0.043415953970082674,0.15228269864195274,0.14362106543408645,0.28490354926222844,0.1361289167785139,0.276460432035458,0.1763564075141852,0.12252412814450238,0.13460360566695362,0.1067148117026176,0.08884014722885633,0.09330142842929809,0.09201143076883347,0.09200317238717433,0.255,0.25485714285714284,0.0,0.0
t0041,2024-01-02 17:00:00,0.2187,0.21869999999999998,0.2187,0.0055,0.12619999999999998,0.12619999999999998,0.12619999999999998,0.0,0.0,0.21869999999999998,0.21869999999999998,0.21869999999999998,0.0,0.0,0.2187,0.2187,0.2187,0.0327,0.0327,0.2187,0.0653,0.29519999999999996,0.29519999999999996,0.0653,0.0,0.05383167155742373,0.320012556106358,0.10846525425101465,0.01308676906081115,0.22084585358007,0.0,3.8132550916573246e-05,0.018341763514950957,0.05033157871646711,0.00129936056735255,0.024807982771814598,0.0,0.07680299133085518,0.023943250330626987,0.0,0.0,0.04525345359433162,0.027983740116834143,0.02785161978588156,0.02840796187083577,0.027934242107461312,0.027941427002633242,0.03792945171849606,0.027949289699260797,0.027937126506612148,0.027934444946145,0.02670452868505611,0.04525611493581954,0.0279302042998715,0.04521137028670089,0.028290680653154137,0.02786057533497214,0.027919253616300363,0.027866136208709445,0.037976870007003186,0.045245457705864765,0.045230852443403705,0.01557100687862211,0.05364451549198889,0.04822993223866405,0.05177405375749831,0.054901277631198564,0.046183887945654,0.08042649731829489,0.06548087040864173,0.07241565306662846,0.076885274342129,0.05796553856075371,0.060134721450387556,0.05796553856075371,0.05796553856075371,0.05606320860712594,0.05606320860712594,0.05606320860712594,0.05606320860712594,0.05606320860712594,0.05606320860712594,0.05606320860712594,0.05492190875190872,0.02795639915759134,0.05702436635254242,0.031216701371791566,0.057012037749132514,0.031224615614187694,0.056999810062618804,0.058567786509670657,0.05855041009565321,0.05703534482414371,0.05703083811686767,0.05137717987186675,0.027373273879895833,0.031214128669912838,0.05649981064005787,0.029098893189076273,0.039400365799580166,0.05271403957234143,0.03253959599692438,0.006508445687506437,0.039397070517476,0.03368234745202448,0.042292528862362275,0.0379382408541,0.09077577159292399,0.042128012499925996,0.016794807002395835,0.02614566346506088,0.0,1.3916435407475766e-17,0.02833056602199,0.027938863938718486,0.027936356317658836,0.255,0.25485714285714284,0.0,0.0
t0042,2024-01-02 18:00:00,0.22089999999999999,0.22089999999999999,0.22089999999999999,0.0055,0.1706,0.1706,0.1706,0.0,0.0,0.2209,0.2209,0.2209,0.0,0.0,0.22089999999999999,0.22089999999999999,0.2209,0.0337,0.0337,0.2209,0.1991,0.29569999999999996,0.29569999999999996,0.19909999999999997,0.0,0.011593249355821445,0.25677469860156615,0.07713531725426849,0.009778813741993901,0.20718436712955998,0.0,0.0,0.01908447825786348,0.041745281431575,0.00590295153398568,0.1522119386748506,0.0,0.06287710756844316,0.008607199478313312,0.0,0.00014802226766348191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.25485714285714284,0.0,0.0
t0043,2024-01-02 19:00:00,0.21839999999999998,0.21839999999999998,0.21839999999999998,0.036399999999999995,0.1723,0.1723,0.1723,0.0,0.0,0.21839999999999998,0.21839999999999998,0.21839999999999998,0.0,0.0,0.21839999999999998,0.21839999999999998,0.21839999999999998,0.0361,0.0361,0.21839999999999998,0.4114,0.2969,0.2969,0.41139999999999993,0.030074618223029634,0.02168654192696825,0.20701220585608615,0.061759212271697096,0.017581881382602676,0.2792068065254,0.00033062184022995854,0.0,0.01159820486091539,0.020957572481469053,0.36686223051883304,0.32405676358714397,0.023356091518502816,0.0372358733681539,0.011216945436476625,0.022162795542975178,0.02733971811610982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.25485714285714284,0.0,0.0
t0044,2024-01-02 20:00:00,0.2171,0.2171,0.21709999999999996,0.037700000000000004,0.17179999999999998,0.17179999999999998,0.17179999999999998,0.0,0.0,0.21710000000000002,0.21710000000000002,0.21710000000000002,0.0,0.0,0.2171,0.2171,0.2171,0.0356,0.0356,0.2171,0.41509999999999997,0.29429999999999995,0.29429999999999995,0.4151,0.042614865710138186,0.04027830344716313,0.2090727299136595,0.06339752792288347,0.01741129029888425,0.231354996720742,0.0005060055115352368,0.0,0.02263776546963896,0.0190405481057335,0.658510705190567,0.55896777658774,0.045110778812239356,0.04555676278031244,0.0343088890715421,0.04118665497800114,0.05114966634925367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.25485714285714284,0.0,0.0
t0045,2024-01-02 21:00:00,0.21989999999999998,0.21989999999999998,0.21989999999999998,0.0489,0.17179999999999998,0.17179999999999998,0.17179999999999998,0.0,0.0,0.2199,0.2199,0.2199,0.0,0.0,0.21989999999999998,0.21989999999999998,0.2199,0.0345,0.0345,0.2199,0.3997,0.29319999999999996,0.29319999999999996,0.39969999999999994,0.018622295763733494,0.014858132762102709,0.20422066330433333,0.04843629489627019,0.00434143686986095,0.1404154719875046,0.002239032455597973,0.0,0.013525872248154085,0.007112728721874263,0.641287991568274,0.603842467832588,0.019377115242911816,0.04066412187642257,0.01087353516904753,0.01901725772866367,0.014122483383714156,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.25485714285714284,0.0,0.0
t0046,2024-01-02 22:00:00,0.2212,0.22119999999999998,0.22119999999999998,0.0573,0.17179999999999998,0.17179999999999998,0.17179999999999998,0.0,0.0,0.22119999999999998,0.22119999999999998,0.22119999999999998,0.0,0.0,0.2212,0.2212,0.22120000000000004,0.0336,0.0336,0.22120000000000004,0.3918,0.29309999999999997,0.29309999999999997,0.3918,0.000963061070088247,0.0006573969606911446,0.14748134624305642,0.018973422026808517,0.0012393607937059225,0.209536825684278,0.0030958427979012842,0.0,0.003732651521028235,0.001122285206740737,0.654597252994075,0.65847875836827,0.001161420981755909,0.017317232670779583,0.0016092405008381867,0.0010595285782851263,0.0008953687791879879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.25485714285714284,0.0,0.0
t0047,2024-01-02 23:00:00,0.2196,0.2196,0.21959999999999996,0.0055,0.16369999999999998,0.16369999999999998,0.16369999999999998,0.0,0.0,0.2196,0.2196,0.2196,0.0,0.0,0.2196,0.2196,0.21960000000000002,0.0325,0.0325,0.21960000000000002,0.3405,0.291,0.291,0.3405,0.0,0.0,0.12752313324331485,0.01266882848074862,0.0005171043144050149,0.224142556416606,0.0067309092584557865,0.0,2.6409581961156525e-05,0.00010280114990437106,0.656260029334283,0.65824624767373,4.265594073450436e-05,0.004677571647279875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.25485714285714284,0.0,0.0
t0048,2024-01-02 00:00:00,0.2211,0.2211,0.22109999999999996,0.023,0.0062,0.0062,0.0062,0.0,0.0,0.2211,0.2211,0.2211,0.0,0.0,0.2211,0.2211,0.22110000000000002,0.0338,0.0338,0.22110000000000002,0.2159,0.2935,0.2935,0.21589999999999998,0.7393987974989035,0.5838839296363663,0.652923093690721,0.42412030556933894,0.006041077962616425,0.11512209765724381,6.482941929713645e-05,0.42337014091671504,0.4476865591138939,0.6334016619234474,0.238639854120846,0.17056099386471518,0.8184195938722417,0.3478102736214655,0.5410084886059813,0.7551060286836084,0.6573052630579457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.25485714285714284,0.0,0.0
t0049,2024-01-03 01:00:00,0.22190000000000001,0.22190000000000001,0.2219,0.0055,0.011099999999999999,0.011099999999999999,0.011099999999999999,0.0,0.0,0.2219,0.2219,0.2219,0.0,0.0,0.22190000000000001,0.22190000000000001,0.2219,0.0334,0.0334,0.2219,0.081,0.29059999999999997,0.29059999999999997,0.08099999999999999,0.03221765039526951,0.020660975857281567,0.17241275540336615,0.05917937993927938,0.0162300751335968,0.22541203293769999,0.013455242629571639,0.0,0.012566651502482434,0.033778186088564734,0.6824883512532229,0.722819887906882,0.03642293553290572,0.05291950690255518,0.013416204056318853,0.030364681107128554,0.022897743415411384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.25485714285714284,0.0,0.0
t0050,2024-01-03 02:00:00,0.2206,0.2206,0.2206,0.0055,0.23009999999999997,0.23009999999999997,0.23009999999999997,0.0,0.0,0.22060000000000002,0.22060000000000002,0.22060000000000002,0.0,0.0,0.2206,0.2206,0.2206,0.0337,0.0337,0.2206,0.0847,0.2915,0.2915,0.0847,0.03186599903362108,0.013671958263309579,0.13294586201790565,0.04266383071598722,0.04546089973409426,0.22659254619653002,0.0018339193974660135,0.0,0.005493716896993887,0.01660905810098476,0.701793458039266,0.7469138648079799,0.042235299379631996,0.0476140461100224,0.004825148380779439,0.03680858790033126,0.02384965577766361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.25485714285714284,0.0,0.0
t0051,2024-01-03 03:00:00,0.2191,0.2191,0.2191,0.0055,0.22269999999999998,0.22269999999999998,0.22269999999999998,0.0,0.0,0.21910000000000002,0.21910000000000002,0.21910000000000002,0.0,0.0,0.2191,0.2191,0.21910000000000002,0.0336,0.0336,0.21910000000000002,0.0692,0.2929,0.2929,0.0692,0.0019926102327341324,0.0025889102930713253,0.09983374206405128,0.0371629333121063,0.06260233131854301,0.289641429225232,0.0,0.0,0.0012429998444147478,0.003612043077333921,0.701793458039266,0.7469138648079799,0.00491278055477009,0.028871020671199375,0.001416889382676241,0.0024922281379602287,0.0010659223069795722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.25485714285714284,0.0,0.0
t0052,2024-01-03 04:00:00,0.2203,0.22029999999999997,0.22029999999999997,0.005399999999999999,0.2158,0.2158,0.2158,0.0,0.0,0.2203,0.2203,0.2203,0.0,0.0,0.2203,0.2203,0.22030000000000002,0.0339,0.0339,0.22030000000000002,0.0647,0.28979999999999995,0.28979999999999995,0.06470000000000001,0.0023612398059884095,0.00021473844722144577,0.0776105611875641,0.0433310115190201,0.080964123775273,0.41961664613524197,0.0,0.0,4.872457179886078e-06,0.0030247658342364737,0.701793458039266,0.7469138648079799,0.0021512385601378183,0.012235797465386847,1.3746636037475902e-05,0.004936851506684801,0.005630238781362192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.255,0.25485714285714284,0.0,0.0
