timestep,datetime,Hydro 16,Hydro 17,Hydro 18,Hydro 19,Hydro 20,Hydro 21,Hydro 22,Hydro 23,Hydro 24,Hydro 25,Hydro 26,Hydro 27,Hydro 28,Hydro 29,Hydro 30,Hydro 31,Hydro 32,Hydro 33,Hydro 34,Hydro 35,Hydro 40,Hydro 41,Hydro 42,Hydro 43,Wind 10,Wind 11,Wind 12,Wind 13,Wind 14,Wind 15,Wind 16,Wind 17,Wind 01,Wind 02,Wind 03,Wind 04,Wind 05,Wind 06,Wind 07,Wind 08,Wind 09,Solar 10,Solar 11,Solar 12,Solar 13,Solar 14,Solar 15,Solar 16,Solar 17,Solar 18,Solar 19,Solar 01,Solar 20,Solar 21,Solar 22,Solar 23,Solar 24,Solar 25,Solar 26,Solar 27,Solar 28,Solar 29,Solar 02,Solar 30,Solar 31,Solar 32,Solar 33,Solar 34,Solar 35,Solar 36,Solar 37,Solar 38,Solar 39,Solar 03,Solar 40,Solar 41,Solar 42,Solar 43,Solar 44,Solar 45,Solar 46,Solar 47,Solar 48,Solar 49,Solar 04,Solar 50,Solar 51,Solar 52,Solar 53,Solar 54,Solar 55,Solar 56,Solar 57,Solar 58,Solar 59,Solar 05,Solar 60,Solar 61,Solar 62,Solar 63,Solar 64,Solar 65,Solar 66,Solar 67,Solar 68,Solar 69,Solar 06,Solar 70,Solar 71,Solar 72,Solar 73,Solar 74,Solar 75,Solar 07,Solar 08,Solar 09
t0041,1/2/24 16:00,0.2221,0.2221,0.22209999999999996,0.00046650422552587745,0.011582185251446256,0.011582185251446256,0.011582185251446256,0.0,0.0,0.030237729525937302,0.030237729525937302,0.030237729525937302,0.0,0.0,0.2221,0.2221,0.2221,0.002773092170911281,0.002773092170911281,0.2221,0.013513360156814194,0.02636695408269271,0.02636695408269271,0.02472768694719914,0.2547705078367837,0.22945486306891325,0.3262004671218318,0.1576426437738981,0.080542083035871,0.0989120298076836,0.00029617828862255985,0.01085383597079445,0.1841736657201939,0.2403159998205658,0.041152369108928596,0.040658779787458396,0.2604033070738999,0.17680576752390328,0.2051859431911711,0.2810345892593771,0.2534774859733355,0.06098496679385519,0.1062078469679081,0.10570640670112923,0.10781792138063462,0.10601998594552518,0.10604725494122319,0.0,0.10607709746007012,0.10603093289435465,0.10602077865590799,0.0,0.06098855339994017,0.10600466117318241,0.015857199511860466,0.10737279144686725,0.10574039425542137,0.10596309913623041,0.10576150178239778,0.03186412794370567,0.015869155188165257,0.015864032631026648,0.0,0.0,0.5016767129820158,0.667760569896896,0.6395620308029637,0.23126541071562162,0.5794615583537934,0.3124449710337804,0.3707518047828088,0.301241877797575,0.22399232873427427,0.2989465759747223,0.22399232873427427,0.22399232873427427,0.28703097374714287,0.28703097374714287,0.28703097374714287,0.28703097374714287,0.28703097374714287,0.28703097374714287,0.28703097374714287,0.2811877798328181,0.10610407989047713,0.22035542021168442,0.18953334421135462,0.22030777909725002,0.1895813954566296,0.2202605287778152,0.22947268057228185,0.22940459834811558,0.22039784339950003,0.22038042842292885,0.27157689121495576,0.10389094254243585,0.20473693297377593,0.29684788736993095,0.1786266789823093,0.0442896878594625,0.059255499265949994,0.03657754231191668,0.043270610348674333,0.0442859836767075,0.37916128794863124,0.7064237998304919,0.1377191089087945,0.3614697054851526,0.40695833114479674,0.5010345006085516,1.1246920695692801,0.12554713395346762,0.0,0.10752417534682905,0.10603752747886774,0.10602801004079145
t0042,1/2/24 17:00,0.2187,0.21869999999999998,0.21869999999999995,0.00046650422552587745,0.011816263368896665,0.011816263368896665,0.011816263368896665,0.0,0.0,0.029774837673671718,0.029774837673671718,0.029774837673671718,0.0,0.0,0.2187,0.2187,0.2187,0.0028161526083477916,0.0028161526083477916,0.2187,0.007747343443722274,0.026465572408061497,0.026465572408061497,0.01417662824979898,0.17665650194437832,0.1632268842103006,0.26221733205588,0.11579713847593476,0.09630732686660025,0.09818096080952939,0.00041887578074036795,0.005279387218925646,0.12400476948882434,0.1663472781286103,0.0440688797699139,0.04400862800279139,0.17886737087409546,0.12228237867196805,0.14178326077660539,0.19608999338057645,0.17707233195073915,0.04358016626708002,0.027983739922640402,0.027851619985998374,0.028407963790350002,0.027934242129943897,0.027941426989682154,0.02794277664996091,0.027949289923635552,0.027937126441957897,0.027934450993994997,0.026398917720243453,0.04358272927396091,0.027930204345016824,0.045088970501071385,0.028290680551362073,0.027860575057653447,0.02791925354179536,0.027866136488020277,0.03797687011440354,0.045122965730546215,0.04510840005471262,0.008210100178720226,0.039520126215957546,0.1827607640206438,0.2388173353236834,0.11886075362986741,0.04618388792724864,0.20436463490917203,0.06548087041891118,0.07241565301471348,0.07688527432900649,0.05796553877252914,0.06013472143233183,0.05796553877252914,0.05796553877252914,0.056063207599285715,0.056063207599285715,0.056063207599285715,0.056063207599285715,0.056063207599285715,0.056063207599285715,0.056063207599285715,0.05492190849422727,0.027956399278890726,0.05702436653163326,0.031216701411267093,0.05701203779304868,0.03122461559324096,0.056999810185796744,0.058567786543503246,0.058550410073404585,0.05703534495643948,0.057030838246297386,0.05137717962167472,0.027373279841591665,0.031214128677067902,0.05649981302047563,0.02907089178822202,0.036459980419177,0.04878007607144428,0.030111218681555404,0.006508445703370332,0.0364569310766045,0.03368234745141125,0.12014974067054311,0.03793824084863065,0.09077577162195466,0.14990447428721784,0.016794806970208534,0.6816734979866921,0.0,3.981440568181833e-17,0.028330567318733332,0.02793886398907112,0.02793635632584809
t0043,1/2/24 18:00,0.2209,0.22089999999999999,0.22089999999999999,0.00046650422552587745,0.015973490734815937,0.015973490734815937,0.015973490734815937,0.0,0.0,0.03007435593102004,0.03007435593102004,0.03007435593102004,0.0,0.0,0.2209,0.2209,0.22089999999999999,0.0029022734832208122,0.0029022734832208122,0.22089999999999999,0.02362168575260497,0.026510398919592768,0.026510398919592768,0.043224604663629054,0.12131887405576444,0.11457739700139577,0.22044433127333332,0.08724808205022709,0.10394411233529699,0.0977823708027692,0.0005740507771803886,0.001683536848152796,0.08189855213412321,0.11253046743625526,0.053584426875079104,0.05247836495066201,0.12114143706228997,0.08484882553185726,0.09651120802269154,0.13559531093940602,0.12289405177888794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0044,1/2/24 19:00,0.2184,0.21839999999999998,0.21839999999999998,0.0030874097834803524,0.016132663854682216,0.016132663854682216,0.016132663854682216,0.0,0.0,0.029733994274942402,0.029733994274942402,0.029733994274942402,0.0,0.0,0.2184,0.2184,0.21839999999999998,0.0031089635829160637,0.0031089635829160637,0.21839999999999998,0.048809450118642315,0.026617982547267816,0.026617982547267816,0.08931492897346555,0.09497531004299578,0.0887706956989759,0.20657490151544103,0.07514062484176796,0.10183857877493199,0.09764339655415359,0.0007463143569280334,0.0005399914256388334,0.06293704837594939,0.0847370556092271,0.07144268883263771,0.0679291571297182,0.09375327420589635,0.06907848380043984,0.07450446960483915,0.10641428302892648,0.09704492399638132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0045,1/2/24 20:00,0.2171,0.2171,0.21709999999999996,0.003197674418604651,0.016085848231192135,0.016085848231192135,0.016085848231192135,0.0,0.0,0.029557006213782034,0.029557006213782034,0.029557006213782034,0.0,0.0,0.2171,0.2171,0.2171,0.003065903145479553,0.003065903145479553,0.2171,0.04924842669968018,0.026384884687305214,0.026384884687305214,0.09011819887429644,0.08499213890187829,0.07609288390926325,0.20591307668529335,0.07131151200018945,0.09580100614052499,0.0970689521174042,0.0008799574593603143,0.0009211405087010769,0.05649758797164391,0.0714179934245742,0.10318148926452701,0.0977363949323228,0.08370579160285463,0.06481530580020331,0.06519143452969517,0.09514618952141023,0.08698628074612288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0046,1/2/24 21:00,0.21989999999999998,0.21989999999999998,0.21989999999999998,0.004147646659675528,0.016085848231192135,0.016085848231192135,0.016085848231192135,0.0,0.0,0.029938211268588987,0.029938211268588987,0.029938211268588987,0.0,0.0,0.21989999999999998,0.21989999999999998,0.21989999999999998,0.0029711701831192294,0.0029711701831192294,0.21989999999999998,0.04742133498400907,0.02628626636193642,0.02628626636193642,0.08677485928705442,0.07949236564216806,0.06585818964804818,0.20315863890930363,0.06687950818330204,0.090442058452162,0.0954860193504384,0.000932778515574816,0.0019098353103981203,0.05066660645868148,0.060583180612832355,0.145855492591387,0.1407629806158836,0.07880527124680181,0.06052483961146266,0.057017554101210836,0.08802629475285421,0.08057536151542409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0047,1/2/24 22:00,0.22119999999999995,0.22119999999999998,0.22119999999999995,0.0048601258404786865,0.016085848231192135,0.016085848231192135,0.016085848231192135,0.0,0.0,0.030115199329749355,0.030115199329749355,0.030115199329749355,0.0,0.0,0.22119999999999995,0.22119999999999995,0.22119999999999998,0.0028936613957335103,0.0028936613957335103,0.22119999999999998,0.04648406066233364,0.026277301059630165,0.026277301059630165,0.08505976949879389,0.07853883894065483,0.057524847657061194,0.1983948689893723,0.06261704409681447,0.08525198582555026,0.094735235117264,0.0009365530570908361,0.0028303592069449436,0.04514564104525575,0.052408866219587104,0.191103179543276,0.18724349998936482,0.07853554664264654,0.055970355290222415,0.04982832620209873,0.0857619865280265,0.0786572094525259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0048,1/2/24 23:00,0.2196,0.2196,0.21959999999999996,0.00046650422552587745,0.015327435130652807,0.015327435130652807,0.015327435130652807,0.0,0.0,0.029897367869859665,0.029897367869859665,0.029897367869859665,0.0,0.0,0.2196,0.2196,0.2196,0.002798928433373187,0.002798928433373187,0.2196,0.04039770968740328,0.026089029711198836,0.026089029711198836,0.07392254087376039,0.07303307023679999,0.04030085829318042,0.18863489200070052,0.0543398223198569,0.08273880194138124,0.0913932745726776,0.0009727625345609363,0.003041113160921278,0.03407526458958026,0.03956143690545184,0.24096186664977098,0.23890156503272403,0.07384350678441172,0.04671370634617095,0.03571290684073801,0.07829972934998615,0.07242682313497167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0049,1/3/24 0:00,0.2254,0.2254,0.22540000000000002,0.00046650422552587745,0.01743413818770649,0.01743413818770649,0.01743413818770649,0.0,0.0,0.030687006911959785,0.030687006911959785,0.030687006911959785,0.0,0.0,0.2254,0.2254,0.22540000000000002,0.0028678251332716043,0.0028678251332716043,0.22540000000000002,0.028343650056741977,0.028437938915437357,0.028437938915437357,0.051865183596890914,0.06261340904672108,0.021413780938102405,0.18408648388565438,0.049387010774947865,0.08132620158093098,0.08698100415271841,0.0010321090752557726,0.0029841957676666024,0.022835678850620874,0.029608469440947895,0.294907463964377,0.29539377112822207,0.06490838120223154,0.04009824420634817,0.02097162590686735,0.06453883736531024,0.06123083706484397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0050,1/3/24 1:00,0.22190000000000001,0.22190000000000001,0.2219,0.00046650422552587745,0.0010393068414798177,0.0010393068414798177,0.0010393068414798177,0.0,0.0,0.030210500593451095,0.030210500593451095,0.030210500593451095,0.0,0.0,0.22190000000000001,0.22190000000000001,0.2219,0.0028764372207589063,0.0028764372207589063,0.2219,0.009610027855153202,0.026053168501973818,0.026053168501973818,0.017585097829000265,0.05764373212519487,0.016142223061641862,0.19442568663924617,0.055278194887532196,0.07656704612712924,0.087297564706267,0.0010593610405777991,0.0029752677998291775,0.021031663474616432,0.02936980420956658,0.348789549168245,0.350766075586094,0.061350100340040174,0.04381904815297095,0.017693606790121743,0.05818117731954603,0.05510737431900409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0051,1/3/24 2:00,0.2206,0.22059999999999996,0.2206,0.00046650422552587745,0.021544549930135683,0.021544549930135683,0.021544549930135683,0.0,0.0,0.030033512532290727,0.030033512532290727,0.030033512532290727,0.0,0.0,0.2206,0.2206,0.22060000000000002,0.0029022734832208122,0.0029022734832208122,0.22060000000000002,0.010049004436191064,0.026133856222730106,0.026133856222730106,0.018388367729831143,0.05525779643826631,0.01611631014248777,0.20818362102509538,0.0638649343504097,0.06520641249069575,0.089075702369597,0.0011127829642085618,0.0029752761924003485,0.022435366273518435,0.030866200062504998,0.39914221548509105,0.402232566707878,0.06037536666824663,0.04955552941073194,0.01849132416881994,0.05646537388059403,0.05202845267482686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0052,1/3/24 3:00,0.2191,0.21909999999999996,0.2191,0.00046650422552587745,0.02085167870248247,0.02085167870248247,0.02085167870248247,0.0,0.0,0.029829295538644142,0.029829295538644142,0.029829295538644142,0.0,0.0,0.2191,0.2191,0.21910000000000004,0.0028936613957335103,0.0028936613957335103,0.21910000000000004,0.008210048488600019,0.02625937045501766,0.02625937045501766,0.015023318145269363,0.048566492273742164,0.014714428844108432,0.2133532865690256,0.06902110738455723,0.05027081582968375,0.08839547590592561,0.0011478138402056925,0.002975357970601137,0.022353483334214434,0.03000541696726421,0.44371140346429294,0.44743169936828203,0.054285667320121356,0.05210497378695394,0.017866160859946505,0.050813469121295,0.04583458290400163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0053,1/3/24 4:00,0.2203,0.2203,0.22030000000000002,0.000458022330516316,0.02020562309831934,0.02020562309831934,0.02020562309831934,0.0,0.0,0.029992669133561405,0.029992669133561405,0.029992669133561405,0.0,0.0,0.2203,0.2203,0.22030000000000002,0.0029194976581954166,0.0029194976581954166,0.22030000000000002,0.00767615805220262,0.02598144608352379,0.02598144608352379,0.014046368265880462,0.04098817453252831,0.012077487474990543,0.20432417386473742,0.0686203995572971,0.036866459132106504,0.0864644397953364,0.0013251486405302744,0.002978153190479793,0.019689546531125302,0.026950730815827634,0.48535199294103304,0.487513769327874,0.046374519515074084,0.05005711682504066,0.01527783406226747,0.04354540862956729,0.0384091985515615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0054,1/3/24 5:00,0.22039999999999998,0.2204,0.2204,0.00046650422552587745,0.018464081904488294,0.018464081904488294,0.018464081904488294,0.0,0.0,0.03000628359980451,0.03000628359980451,0.03000628359980451,0.0,0.0,0.22039999999999998,0.22039999999999998,0.22040000000000004,0.002928109745682719,0.002928109745682719,0.22040000000000004,0.005754152481171979,0.02593661957199252,0.02593661957199252,0.010529348700080406,0.03613396504715295,0.010038050837823251,0.18749860786814154,0.06601532734363048,0.02576607008586575,0.084183310246643,0.002304549824865846,0.0030218829910862136,0.01613581783109183,0.02470948443678642,0.524993812371211,0.52317585075505,0.04156473447330218,0.04610051721018921,0.01250333757886307,0.038247844014901805,0.033562664135163435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0055,1/3/24 6:00,0.22039999999999998,0.2204,0.2204,0.000458022330516316,0.01992472935737885,0.01992472935737885,0.01992472935737885,0.0,0.0,0.03000628359980451,0.03000628359980451,0.03000628359980451,0.0,0.0,0.22039999999999998,0.22039999999999998,0.22040000000000004,0.002928109745682719,0.002928109745682719,0.22040000000000004,0.014296399463530382,0.02593661957199252,0.02593661957199252,0.026160546770302866,0.03317014251226452,0.008972886293428855,0.17308654370008203,0.06366659483909949,0.018406493089825074,0.08155018014359161,0.003228012430715579,0.0035774565676731174,0.013555026700679824,0.02287709306552476,0.560847493438025,0.5538190286974539,0.03864812676614627,0.04298234486761576,0.010732023336699576,0.03486668497898867,0.0307178766048197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0056,1/3/24 7:00,0.22169999999999998,0.22169999999999998,0.22169999999999998,0.010008636111282462,0.023286091123966724,0.023286091123966724,0.023286091123966724,0.0,0.0,0.030183271660964885,0.030183271660964885,0.030183271660964885,0.0,0.0,0.22169999999999998,0.22169999999999998,0.22170000000000004,0.00301423062055574,0.00301423062055574,0.22170000000000004,0.027845352316104403,0.026223509245792642,0.026223509245792642,0.05095336370946126,0.032013593514144935,0.007810484010270964,0.16098925161682873,0.06038341869308892,0.014417559270277951,0.0780459847182226,0.003554951264957378,0.005780793144941625,0.011574979466878785,0.019762631064401473,0.5945973410654339,0.5828404489974001,0.03720700438117863,0.03986249816477655,0.009243265675110239,0.0332065402665074,0.029564094663909208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
t0057,1/3/24 8:00,0.2249,0.22490000000000002,0.2249,0.009313120720498426,0.02273366676678376,0.02273366676678376,0.02273366676678376,0.0,0.0,0.030618934580744262,0.030618934580744262,0.030618934580744262,0.0,0.0,0.2249,0.2249,0.2249,0.003065903145479553,0.003065903145479553,0.2249,0.03887908800165067,0.026205578641180137,0.026205578641180137,0.07114366121683195,0.031700882073055964,0.006902208951574517,0.1495844938151118,0.05631984737715605,0.011694905398633,0.0741796819904306,0.0037055007049722074,0.010172505807026756,0.009945560568127742,0.017242503905437342,0.6274196469517961,0.613872727680858,0.036623879493560454,0.03654018440948498,0.008028712730990843,0.032602433723174576,0.029376705920783012,0.2564927840406643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027630440465769724,0.25650786871855064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13957387082481315,0.0,0.11829323382416358,0.0274699145078855,0.0009014272497628259,0.1216625963701304,0.13729891218267468,0.23197158622079986,0.09653606548535154,0.2499175888102505,0.0,0.0,0.0,0.0,0.07473690086069999,0.07473690086069999,0.07473690086069999,0.07473690086069999,0.07473690086069999,0.07473690086069999,0.07473690086069999,0.07321545459103908,0.0,0.0,0.2402144069036096,0.0,0.24027530701294283,0.0,0.1903761171777931,0.1903196345086871,0.0,0.0,0.14400578057179952,0.0,0.0,0.0,0.14144961092495897,0.23460434431361,0.3138788784507919,0.19375278412257255,0.23934460290085588,0.23458472310134848,0.001278550526232146,0.6006920148392545,0.020155343816265717,0.150765061977028,0.0,0.3390675932021877,0.480492257264588,0.0,0.0,0.0,0.0,0.0
t0058,1/3/24 9:00,0.22149999999999997,0.22149999999999997,0.2215,0.00698059959286904,0.01850153440328036,0.01850153440328036,0.01850153440328036,0.0,0.0,0.030156042728478674,0.030156042728478674,0.030156042728478674,0.0,0.0,0.22149999999999997,0.22149999999999997,0.2215,0.0032209207202509903,0.0032209207202509903,0.2215,0.033172392448158464,0.026375919384998957,0.026375919384998957,0.06070115250603056,0.03148003630837343,0.006625717123475963,0.13941428100008718,0.05341553261274514,0.008860127157669699,0.0699733469345746,0.0036517296957240936,0.0163403577558103,0.008520854538331027,0.01735618897817295,0.651600764158532,0.6400871276625361,0.036171424715478996,0.03397324340002332,0.007129958441633253,0.03234866703153837,0.02937715542799897,0.5074860266644552,0.2510530190482864,0.24986771969008253,0.2548588964269092,0.2506089550908941,0.2506734132631652,0.0,0.2507439547030529,0.25063483137623,0.250610828891564,0.21597233031674165,0.5075158725849663,0.25057273055125023,0.0,0.2538067028561755,0.24994805912223178,0.250474486634699,0.24999795287795165,0.0,0.0,0.0,0.3064098081748226,0.0,0.5306547624170327,0.1831126753292792,0.12772118231385834,0.5134034143505024,0.44323617185409336,0.2898272648737889,0.6136322851005922,0.6558096486771501,0.14464725423821714,0.3069631142226812,0.14464725423821714,0.14464725423821714,0.4750657179357143,0.4750657179357143,0.4750657179357143,0.4750657179357143,0.4750657179357143,0.4750657179357143,0.4750657179357143,0.4653946323531818,0.2508077354952289,0.1422986522361714,0.5573491422955974,0.14226788709153101,0.5574904436610745,0.14223737431010328,0.4995666576220099,0.49941844124573,0.14232604780667252,0.14231480175839076,0.32035289708745973,0.24557634413709084,0.35011265733847263,0.3236147313854685,0.12507855189093794,0.43521190599902326,0.5822732112786382,0.3594286317131528,0.45504723278788983,0.43517550690671003,0.21515389440706248,0.7254974621769147,0.18433567772827647,0.453622390220342,0.06154228204526966,0.49514392207242064,0.801885385559804,0.00506451240887544,0.2835867970794407,0.2541645425658181,0.25065041958744505,0.2506279223649634
